Item_Fat_Content,Item_Identifier,Item_Type,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Visibility,Item_Weight,Total_Sales,Rating
Low Fat,FDQ16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0417036674916744,19.7000007629395,109.191200256348,4
Low Fat,FDA19,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0550816245377064,7.51999998092651,128.899398803711,4
Low Fat,NCT41,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.0559436976909637,15.6999998092651,150.602401733398,4
Low Fat,NCM30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0672394037246704,19.1000003814697,39.6795997619629,4
Low Fat,NCQ43,Others,2000,OUT013,Tier 3,High,Supermarket Type1,0.111209005117416,17.75,107.791198730469,4
Low Fat,NCM26,Others,2000,OUT013,Tier 3,High,Supermarket Type1,0.0231239404529333,20.5,154.634002685547,4
Low Fat,FDW24,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0374658443033695,6.80000019073486,47.5033988952637,4
Low Fat,FDY59,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0313773080706596,8.19499969482422,93.6462020874023,4
Low Fat,FDS12,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.173973649740219,9.10000038146973,126.536201477051,4
Low Fat,FDZ12,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.102893121540546,9.17000007629395,141.947006225586,4
Low Fat,FDA23,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0471477694809437,9.80000019073486,102.40160369873,4
Low Fat,FDI24,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.078678272664547,10.3000001907349,177.037002563477,4
Low Fat,FDT36,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0,12.3000001907349,37.2873992919922,4
Low Fat,FDC37,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0328459963202477,15.5,106.793800354004,4
Low Fat,FDO12,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0548848211765289,15.75,195.345199584961,4
Low Fat,FDP60,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0,17.3500003814697,101.90160369873,4
Low Fat,FDW48,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.00853371620178223,18,78.5617980957031,4
Low Fat,FDO60,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.034340925514698,20,45.4085998535156,4
Low Fat,FDS60,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0324215218424797,20.8500003814697,181.666000366211,4
Low Fat,FDQ23,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,0.0245054177939892,6.55000019073486,102.933197021484,4
Low Fat,FDX59,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,0.0516182817518711,10.1949996948242,31.9557991027832,4
Low Fat,FDR35,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,0.0206804983317852,12.5,197.274200439453,4
Low Fat,FDR23,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,0.0817194581031799,15.8500003814697,178.037002563477,4
Low Fat,FDO23,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,0.146305501461029,17.8500003814697,94.1436004638672,4
Low Fat,FDM13,Breakfast,2000,OUT013,Tier 3,High,Supermarket Type1,0.0631227493286133,6.42500019073486,131.362594604492,4
Low Fat,FDQ37,Breakfast,2000,OUT013,Tier 3,High,Supermarket Type1,0.0891863852739334,20.75,193.347793579102,4
Low Fat,FDK50,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.0283395983278751,7.96000003814697,162.489395141602,4
Low Fat,FDS49,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.0792794898152351,9,77.2643966674805,4
Low Fat,FDE26,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.0889317020773888,9.30000019073486,143.378601074219,4
Low Fat,FDQ13,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.0106327524408698,11.1000003814697,82.5907974243164,4
Low Fat,FDY13,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.0301023349165916,12.1000003814697,74.7669982910156,4
Low Fat,FDC38,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.122392028570175,15.6999998092651,133.194198608398,4
Low Fat,FDX37,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0,16.2000007629395,100.569999694824,4
Low Fat,FDO50,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.0781036913394928,16.25,91.1803970336914,4
Low Fat,FDG26,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.042614359408617,18.8500003814697,255.332992553711,4
Low Fat,DRI03,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.0226847995072603,6.03000020980835,178.102798461914,4
Low Fat,DRG15,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0,6.13000011444092,60.1535987854004,4
Low Fat,FDS14,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.049922302365303,7.28499984741211,156.928802490234,4
Low Fat,FDB16,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.0448883958160877,8.21000003814697,87.3198013305664,4
Low Fat,FDA15,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.0160090569406748,9.30000019073486,250.60920715332,4
Low Fat,FDY14,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.0699819102883339,10.3000001907349,263.022613525391,4
Low Fat,FDR14,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.173904195427895,11.6499996185303,52.3297996520996,4
Low Fat,FDW50,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.0755151510238647,13.1000003814697,167.215805053711,4
Low Fat,FDX02,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.0570126064121723,16,225.040405273438,4
Low Fat,FDX26,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0,17.7000007629395,182.529205322266,4
Low Fat,FDK51,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.00523078581318259,19.8500003814697,265.188385009766,4
Low Fat,FDV14,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.0444604493677616,19.8500003814697,88.7855987548828,4
Low Fat,FDR26,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.0428011305630207,20.7000007629395,178.302795410156,4
Low Fat,FDO28,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0722381919622421,5.7649998664856,120.009803771973,4
Low Fat,FDN40,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0863848403096199,5.88000011444092,153.2998046875,4
Low Fat,FDR04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0225481949746609,7.07499980926514,95.7068023681641,4
Low Fat,FDF16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0860606953501701,7.30000019073486,149.807601928711,4
Low Fat,FDD17,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0325997993350029,7.5,238.19059753418,4
Low Fat,FDC53,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.00882834102958441,8.68000030517578,99.9384002685547,4
Low Fat,FDK16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.115233816206455,9.0649995803833,94.4094009399414,4
Low Fat,FDL16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.168312683701515,12.8500003814697,45.9059982299805,4
Low Fat,FDX40,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0989107564091682,12.8500003814697,37.6164016723633,4
Low Fat,FDS40,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0140077266842127,15.3500003814697,38.3190002441406,4
Low Fat,FDF04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0,17.5,258.330413818359,4
Low Fat,FDX16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0657552778720856,17.8500003814697,151.505004882813,4
Low Fat,FDF09,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0121387951076031,6.21500015258789,39.2848014831543,4
Low Fat,FDU32,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0,8.78499984741211,120.541397094727,4
Low Fat,FDK56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.129889830946922,9.69499969482422,185.389801025391,4
Low Fat,FDP19,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0,11.5,129.365203857422,4
Low Fat,FDY07,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.121500633656979,11.8000001907349,46.8401985168457,4
Low Fat,FDM44,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0310238357633352,12.5,104.098999023438,4
Low Fat,FDH32,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0759967416524887,12.8000001907349,97.140998840332,4
Low Fat,FDF20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0331925228238106,12.8500003814697,199.076797485352,4
Low Fat,FDD09,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0,13.5,179.997604370117,4
Low Fat,FDC44,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.172453254461288,15.6000003814697,115.151802062988,4
Low Fat,FDP07,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0898269563913345,18.2000007629395,197.110992431641,4
Low Fat,FDY19,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0413305126130581,19.75,115.846603393555,4
Low Fat,FDM32,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0205878857523203,20.5,89.5830001831055,4
Low Fat,DRN35,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.0701891332864761,8.01000022888184,37.9532012939453,4
Low Fat,DRQ35,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.0422562584280968,9.30000019073486,124.43879699707,4
Low Fat,DRN47,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.0168127454817295,12.1000003814697,180.666000366211,4
Low Fat,DRP47,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.140486314892769,15.75,252.738204956055,4
Low Fat,DRM23,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.135620266199112,16.6000003814697,172.942199707031,4
Low Fat,NCO05,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.0465207025408745,7.26999998092651,97.7384033203125,4
Low Fat,NCX29,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.0890783369541168,10,147.110198974609,4
Low Fat,NCO29,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.0322293490171432,11.1499996185303,163.252593994141,4
Low Fat,NCS05,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.0209606140851974,11.5,133.294204711914,4
Low Fat,NCW29,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.0288389381021261,14,129.330993652344,4
Low Fat,NCV41,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.0170245971530676,14.3500003814697,109.822799682617,4
Low Fat,NCP53,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.032862976193428,14.75,238.69059753418,4
Low Fat,NCD42,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.0126273287460208,16.5,38.7505989074707,4
Low Fat,NCJ05,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.0460499189794064,18.7000007629395,151.968200683594,4
Low Fat,NCU41,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.052011501044035,18.8500003814697,190.38459777832,4
Low Fat,NCL05,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.0478578023612499,19.6000003814697,45.0769996643066,4
Low Fat,NCX53,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.0149254072457552,20.1000003814697,143.415405273438,4
Low Fat,NCF55,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0216483045369387,6.67500019073486,35.6874008178711,4
Low Fat,NCS06,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0317103303968906,7.93499994277954,263.091003417969,4
Low Fat,NCP14,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.110197976231575,8.27499961853027,104.230598449707,4
Low Fat,NCH43,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0705101862549782,8.42000007629395,214.419204711914,4
Low Fat,NCT54,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.119436129927635,8.69499969482422,94.7093963623047,4
Low Fat,NCD43,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.016006626188755,8.85000038146973,105.696403503418,4
Low Fat,NCE19,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0929372161626816,8.97000026702881,54.6955986022949,4
Low Fat,NCK18,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0066925291903317,9.60000038146973,164.918395996094,4
Low Fat,NCJ54,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0600171275436878,9.89500045776367,230.864196777344,4
Low Fat,NCE18,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0214075110852718,10,248.175003051758,4
Low Fat,NCZ42,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0112785352393985,10.5,237.024795532227,4
Low Fat,NCQ06,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0417897179722786,13,256.101409912109,4
Low Fat,NCW18,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0592754520475864,15.1000003814697,238.9248046875,4
Low Fat,NCD18,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0726086497306824,16,228.366806030273,4
Low Fat,NCG55,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0391135886311531,16.25,116.017601013184,4
Low Fat,NCC30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0275562461465597,16.6000003814697,176.634399414063,4
Low Fat,NCI55,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0126430345699191,18.6000003814697,119.841400146484,4
Low Fat,NCI42,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0103569198399782,18.75,208.395401000977,4
Low Fat,NCA30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.129226103425026,19,190.587203979492,4
Low Fat,NCD30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0268269181251526,19.7000007629395,98.7725982666016,4
Low Fat,NCG30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.112227745354176,20.2000007629395,123.504600524902,4
Low Fat,NCG43,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0741776674985886,20.2000007629395,93.2462005615234,4
Low Fat,NCI30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0588864758610725,20.25,245.546005249023,4
Low Fat,NCN42,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0,20.25,145.641799926758,4
Low Fat,NCY30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0259316600859165,20.25,182.597595214844,4
Low Fat,NCQ42,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0392355285584927,20.3500003814697,127.267799377441,4
Low Fat,NCE54,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0268774703145027,20.7000007629395,74.6353988647461,4
Low Fat,NCD54,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0289848037064075,21.1000003814697,146.178604125977,4
Low Fat,FDA39,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.0127073619514704,6.32000017166138,41.0821990966797,4
Low Fat,FDL43,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.0270418599247932,10.1000003814697,77.5670013427734,4
Low Fat,FDV39,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.00727383093908429,11.3000001907349,196.642593383789,4
Low Fat,FDI19,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.0522955134510994,15.1000003814697,242.951202392578,4
Low Fat,FDH19,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.0330609381198883,19.3500003814697,172.47380065918,4
Low Fat,NCM07,Others,2000,OUT013,Tier 3,High,Supermarket Type1,0.0399285815656185,9.39500045776367,83.2908020019531,4
Low Fat,NCM43,Others,2000,OUT013,Tier 3,High,Supermarket Type1,0.0194591637700796,14.5,161.621002197266,4
Low Fat,FDH21,Seafood,2000,OUT013,Tier 3,High,Supermarket Type1,0.0311990287154913,10.3950004577637,159.460403442383,4
Low Fat,FDL33,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0998793393373489,7.2350001335144,195.145202636719,4
Low Fat,FDQ09,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0580838322639465,7.2350001335144,113.683403015137,4
Low Fat,FDD58,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0593028515577316,7.76000022888184,98.7699966430664,4
Low Fat,FDK21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0100039867684245,7.90500020980835,250.740798950195,4
Low Fat,FDA58,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.103664897382259,9.39500045776367,233.693206787109,4
Low Fat,FDW34,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0355495251715183,9.60000038146973,244.117004394531,4
Low Fat,FDV09,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0205514580011368,12.1000003814697,146.673400878906,4
Low Fat,FDU22,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0,12.3500003814697,118.912399291992,4
Low Fat,FDA21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0359307825565338,13.6499996185303,184.492401123047,4
Low Fat,FDZ45,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0668203309178352,14.1000003814697,198.908401489258,4
Low Fat,FDN09,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0348456688225269,14.1499996185303,242.782806396484,4
Low Fat,FDY21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0,15.1000003814697,195.210998535156,4
Low Fat,FDM33,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0876466929912567,15.6000003814697,221.579803466797,4
Low Fat,FDL34,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0409118235111237,16,141.249603271484,4
Low Fat,FDV45,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0450099520385265,16.75,186.855606079102,4
Low Fat,FDX45,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.104768536984921,16.75,155.162994384766,4
Low Fat,FDZ10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0444264896214008,17.8500003814697,124.902000427246,4
Low Fat,DRC25,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.0453340969979763,5.73000001907349,87.0882034301758,4
Low Fat,DRD12,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.0771293193101883,6.96000003814697,92.714599609375,4
Low Fat,DRE48,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.0173113122582436,8.43000030517578,197.876800537109,4
Low Fat,DRH13,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.0238660797476768,8.57499980926514,107.127998352051,4
Low Fat,DRK12,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.0418514609336853,9.5,31.4899997711182,4
Low Fat,DRN37,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.0962172597646713,9.60000038146973,168.51579284668,4
Low Fat,DRA12,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.0409118235111237,11.6000003814697,142.315399169922,4
Low Fat,DRB25,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.0694019198417664,12.3000001907349,107.993797302246,4
Low Fat,DRD13,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.0490386225283146,15,65.4168014526367,4
Low Fat,DRM37,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.0963175892829895,15.3500003814697,197.376800537109,4
Low Fat,DRD60,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.0372011251747608,15.6999998092651,181.763397216797,4
Low Fat,DRI25,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.0338732302188873,19.6000003814697,56.1613998413086,4
Low Fat,DRE49,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.0212323181331158,20.75,151.102401733398,4
Low Fat,FDC35,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.122735470533371,7.43499994277954,205.263793945313,4
Low Fat,FDA34,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0148481903597713,11.5,172.108001708984,4
Low Fat,FDG47,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0695609077811241,12.8000001907349,263.025207519531,4
Low Fat,FDD11,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0305912550538778,12.8500003814697,251.404006958008,4
Low Fat,FDH35,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0601984970271587,18.25,162.952606201172,4
Low Fat,FDC11,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.141674846410751,20.5,90.7172012329102,4
Low Fat,FDF47,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0975369960069656,20.8500003814697,225.374603271484,4
Regular,FDI60,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0382893308997154,7.21999979019165,64.7509994506836,4
Regular,FDM60,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0,10.8000001907349,39.3138008117676,4
Regular,FDO48,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0268184300512075,15,219.74560546875,4
Regular,FDV12,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0608240216970444,16.7000007629395,98.7384033203125,4
Regular,FDZ23,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0674466267228127,17.75,184.723999023438,4
Regular,FDJ60,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0624763928353786,19.3500003814697,164.518402099609,4
